Kingdom	Phylum	Class	Order	Family	Genus	Species
ASV3832	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	UBA4285	UBA4285_sp022769005(GB_GCA_022769005_1
ASV3833	Bacteria	Bacillota_C	Negativicutes	Acidaminococcales	Acidaminococcaceae	Phascolarctobacterium	Phascolarctobacterium_faecium(RS_GCF_003269275_1
ASV3834	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Acutalibacteraceae	Ruminococcus_E	NA
ASV3835	Bacteria	Bacillota_A	Clostridia	Christensenellales	Aristaeellaceae	Aristaeella	NA
ASV3836	Bacteria	Bacillota_A	Clostridia	Christensenellales	Aristaeellaceae	Aristaeella	NA
ASV3837	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	NA
ASV3838	Bacteria	Bacillota_C	Negativicutes	Acidaminococcales	Acidaminococcaceae	Phascolarctobacterium	Phascolarctobacterium_faecium(RS_GCF_003269275_1
ASV3839	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Sutterella	Sutterella_faecalis(RS_GCF_006337085_1
ASV3840	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium_breve(RS_GCF_001025175_1
ASV3841	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium_breve(RS_GCF_001025175_1
ASV3842	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Sutterella	Sutterella_faecalis(RS_GCF_006337085_1
ASV3843	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	Dysosmobacter	Dysosmobacter_welbionis(RS_GCF_005121165_3
ASV3844	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides_ovatus(RS_GCF_001314995_1
ASV3845	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Otoolea	Otoolea_fessa(RS_GCF_003024715_1
ASV3846	Bacteria	NA	NA	NA	NA	NA	NA
ASV3847	Bacteria	Bacillota_A	Clostridia	Oscillospirales	UBA644	UBA644	UBA644_sp934454405(GB_GCA_934454405_1
ASV3848	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium_breve(RS_GCF_001025175_1
ASV3849	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides_caccae(RS_GCF_002222615_2
ASV3850	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacterium	NA
ASV3851	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Senegalimassilia	Senegalimassilia_anaerobia(RS_GCF_000236865_1
ASV3852	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Barnesiellaceae	Barnesiella	Barnesiella_intestinihominis(RS_GCF_000296465_1
ASV3853	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	Intestinimonas	Intestinimonas_butyriciproducens(RS_GCF_004154955_1
ASV3854	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Mediterraneibacter	Mediterraneibacter_torques(RS_GCF_000153925_1
ASV3855	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Coprobacteraceae	Coprobacter	Coprobacter_secundus(GB_GCA_000803105_1
ASV3856	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Acutalibacteraceae	Ruminococcus_E	NA
ASV3857	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium_breve(RS_GCF_001025175_1
ASV3858	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Acutalibacteraceae	Ruminococcus_E	NA
ASV3859	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides_merdae(RS_GCF_025151215_1
ASV3860	Bacteria	Bacillota_C	Negativicutes	Acidaminococcales	Acidaminococcaceae	Phascolarctobacterium	Phascolarctobacterium_faecium(RS_GCF_003269275_1
ASV3861	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacterium	NA
ASV3862	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Barnesiellaceae	Barnesiella	Barnesiella_intestinihominis(RS_GCF_000296465_1
ASV3863	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	NA
ASV3864	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Ruminococcus_B	Ruminococcus_B_gnavus(RS_GCF_008121495_1
ASV3865	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Otoolea	Otoolea_saccharolyticum_A(RS_GCF_020736365_1
ASV3866	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	NA
ASV3867	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	NA
ASV3868	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Frisingicoccus	Frisingicoccus_caecimuris(RS_GCF_004340975_1
ASV3869	Bacteria	Bacillota_C	Negativicutes	Acidaminococcales	Acidaminococcaceae	Phascolarctobacterium	Phascolarctobacterium_faecium(RS_GCF_003269275_1
ASV3870	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides_uniformis(RS_GCF_025147485_1
ASV3871	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola_vulgatus(RS_GCF_000012825_1
ASV3872	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	NA
ASV3873	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	NA
ASV3874	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	NA
ASV3875	Bacteria	Bacillota_C	Negativicutes	Veillonellales	Dialisteraceae	Dialister	Dialister_invisus(RS_GCF_000160055_1
ASV3876	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Acutalibacteraceae	Ruminococcus_E	Ruminococcus_E_intestinalis(RS_GCF_014288065_1
ASV3877	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides_caccae(RS_GCF_002222615_2
ASV3878	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Acutalibacteraceae	Ruminococcus_E	Ruminococcus_E_intestinalis(RS_GCF_014288065_1
ASV3879	Bacteria	Bacillota_A	Clostridia	Christensenellales	Aristaeellaceae	NA	NA
ASV3880	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Nanosynbacteraceae	Nanosynbacter	NA
ASV3881	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides_uniformis(RS_GCF_025147485_1
ASV3882	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA
ASV3883	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Pasteurellaceae	Haemophilus_D	NA
ASV3884	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA
ASV3885	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	NA
ASV3886	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Mediterraneibacter	Mediterraneibacter_torques(RS_GCF_000153925_1
ASV3887	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	Hominimerdicola	Hominimerdicola_aceti(RS_GCF_025567495_1
ASV3888	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola_massiliensis(RS_GCF_000382445_1
ASV3889	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Bifidobacteriaceae	Bifidobacterium	NA
ASV3890	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Agathobacter	NA
ASV3891	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	NA	NA
ASV3892	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Acutalibacteraceae	Ruminococcus_E	Ruminococcus_E_intestinalis(RS_GCF_014288065_1
ASV3893	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides_uniformis(RS_GCF_025147485_1
ASV3894	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	Hominimerdicola	Hominimerdicola_aceti(RS_GCF_025567495_1
ASV3895	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	NA	NA	NA
ASV3896	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	Ruthenibacterium	Ruthenibacterium_lactatiformans(RS_GCF_000949455_1
ASV3897	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	UBA1820	Merdimorpha	Merdimorpha_sp902478645(GB_GCA_902478645_1
ASV3898	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	NA
ASV3899	Bacteria	Bacillota_C	Negativicutes	Acidaminococcales	Acidaminococcaceae	Phascolarctobacterium	Phascolarctobacterium_faecium(RS_GCF_003269275_1
ASV3900	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides_uniformis(RS_GCF_025147485_1
ASV3901	Bacteria	Bacillota_C	Negativicutes	Acidaminococcales	Acidaminococcaceae	Phascolarctobacterium	Phascolarctobacterium_faecium(RS_GCF_003269275_1
ASV3902	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	NA
ASV3903	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	Vescimonas	Vescimonas_sp900545585(GB_GCA_900545585_1
ASV3904	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes_onderdonkii(RS_GCF_025145285_1
ASV3905	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	Hominimerdicola	Hominimerdicola_aceti(RS_GCF_025567495_1
ASV3906	Bacteria	NA	NA	NA	NA	NA	NA
ASV3907	Bacteria	Bacillota_C	Negativicutes	Acidaminococcales	Acidaminococcaceae	Phascolarctobacterium	Phascolarctobacterium_faecium(RS_GCF_003269275_1
ASV3908	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacterium	NA
ASV3909	Bacteria	Pseudomonadota	Gammaproteobacteria	NA	NA	NA	NA
ASV3910	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	NA
ASV3911	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	NA	NA
ASV3912	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacterium	NA
ASV3913	Bacteria	NA	NA	NA	NA	NA	NA
ASV3914	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	Fimivivens	NA
ASV3915	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes_shahii(RS_GCF_025145845_1
ASV3916	Bacteria	Bacillota_A	Clostridia	TANB77	CAG-508	NA	NA
ASV3917	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	UBA1820	Merdimorpha	Merdimorpha_sp902478645(GB_GCA_902478645_1
ASV3918	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Coprococcus	NA
ASV3919	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	Vescimonas	Vescimonas_sp900545585(GB_GCA_900545585_1
ASV3920	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Acutalibacteraceae	Fimenecus	NA
ASV3921	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides_sp900765785(RS_GCF_903181435_1
ASV3922	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	NA
ASV3923	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides_sp900765785(RS_GCF_903181435_1
ASV3924	Bacteria	Bacillota_A	Clostridia	Christensenellales	Aristaeellaceae	Aristaeella	NA
ASV3925	Bacteria	Pseudomonadota	NA	NA	NA	NA	NA
ASV3926	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacterium	NA
ASV3927	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Bifidobacteriaceae	Bifidobacterium	NA
ASV3928	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	Hominicoprocola	Hominicoprocola_sp900317525(RS_GCF_018918025_1
ASV3929	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides_uniformis(RS_GCF_025147485_1
ASV3930	Bacteria	Bacillota_A	Clostridia	NA	NA	NA	NA
ASV3931	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	NA
ASV3932	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA
ASV3933	Bacteria	Bacillota_A	Clostridia	Christensenellales	Aristaeellaceae	Aristaeella	NA
ASV3934	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes_putredinis(RS_GCF_000154465_1
ASV3935	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	Huintestinicola	Huintestinicola_butyrica(RS_GCF_025567215_1
ASV3936	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	Hominicoprocola	Hominicoprocola_fusiformis(GB_GCA_020687125_1
ASV3937	Bacteria	Pseudomonadota	Alphaproteobacteria	RF32	CAG-239	CAZU01	CAZU01_sp944392185(GB_GCA_944392185_1
ASV3938	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	Hominicoprocola	Hominicoprocola_fusiformis(GB_GCA_020687125_1
ASV3939	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	Faecousia	NA
ASV3940	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	Hominicoprocola	Hominicoprocola_fusiformis(GB_GCA_020687125_1
ASV3941	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola_vulgatus(RS_GCF_000012825_1
ASV3942	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola_dorei(RS_GCF_013009555_1
ASV3943	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	Hominicoprocola	Hominicoprocola_fusiformis(GB_GCA_020687125_1
ASV3944	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinifilaceae	Butyricimonas	Butyricimonas_virosa(RS_GCF_025148635_1
ASV3945	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Coprococcus	Coprococcus_aceti(RS_GCF_025567285_1
ASV3946	Bacteria	Pseudomonadota	Alphaproteobacteria	RF32	CAG-239	NA	NA
ASV3947	Bacteria	Pseudomonadota	Alphaproteobacteria	RF32	CAG-239	CAZU01	CAZU01_sp944392185(GB_GCA_944392185_1
ASV3948	Bacteria	Bacillota_A	Clostridia	TANB77	CAG-508	CAG-269	NA
ASV3949	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	CAG-170	CAG-170_sp900549635(GB_GCA_916988195_3
ASV3950	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes_putredinis(RS_GCF_000154465_1
ASV3951	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	NA	NA
ASV3952	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes_putredinis(RS_GCF_000154465_1
ASV3953	Bacteria	Pseudomonadota	Alphaproteobacteria	RF32	CAG-239	CAZU01	CAZU01_sp944392185(GB_GCA_944392185_1
ASV3954	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes_A	Alistipes_A_hominis(RS_GCF_014288115_1
ASV3955	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	NA	NA
ASV3956	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides_distasonis(RS_GCF_000012845_1
ASV3957	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Barnesiellaceae	Barnesiella	Barnesiella_intestinihominis(RS_GCF_000296465_1
ASV3958	Bacteria	NA	NA	NA	NA	NA	NA
ASV3959	Bacteria	Bacillota_A	Clostridia	TANB77	CAG-508	CAG-269	NA
ASV3960	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	Hominicoprocola	Hominicoprocola_sp900317525(RS_GCF_018918025_1
ASV3961	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	NA	NA
ASV3962	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	NA	NA	NA
ASV3963	Bacteria	Pseudomonadota	Alphaproteobacteria	RF32	CAG-239	NA	NA
ASV3964	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	NA	NA
ASV3965	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Johnsonella	Johnsonella_sp916438835(GB_GCA_916438835_1
ASV3966	Bacteria	Bacillota_A	Clostridia	NA	NA	NA	NA
ASV3967	Bacteria	Bacillota_A	Clostridia	Christensenellales	CAG-314	Heteroclostridium	Heteroclostridium_caecigallinarum(GB_GCA_904419725_1
ASV3968	Bacteria	Bacillota_A	Clostridia	Oscillospirales	UBA644	UBA644	NA
ASV3969	Bacteria	Bacillota_A	Clostridia	TANB77	CAG-508	CAG-269	CAG-269_sp947367845(GB_GCA_947367845_1
ASV3970	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides_distasonis(RS_GCF_000012845_1
ASV3971	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Coprobacteraceae	Coprobacter	Coprobacter_fastidiosus(RS_GCF_030296935_1
ASV3972	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides_uniformis(RS_GCF_025147485_1
ASV3973	Bacteria	Pseudomonadota	Alphaproteobacteria	RF32	CAG-239	CAZU01	CAZU01_sp944392185(GB_GCA_944392185_1
ASV3974	Bacteria	Pseudomonadota	Alphaproteobacteria	RF32	CAG-239	NA	NA
ASV3975	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Akkermansia	NA
ASV3976	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	NA	NA
ASV3977	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	NA	NA
ASV3978	Bacteria	Pseudomonadota	Alphaproteobacteria	RF32	CAG-239	NA	NA
ASV3979	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	Hominicoprocola	Hominicoprocola_fusiformis(GB_GCA_020687125_1
ASV3980	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides_distasonis(RS_GCF_000012845_1
ASV3981	Bacteria	Pseudomonadota	Alphaproteobacteria	RF32	CAG-239	CAZU01	CAZU01_sp944392185(GB_GCA_944392185_1
ASV3982	Bacteria	Bacillota_A	Clostridia	Oscillospirales	UBA644	UBA644	NA
ASV3983	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	Dysosmobacter	Dysosmobacter_segnis(RS_GCF_014297285_1
ASV3984	Bacteria	Pseudomonadota	Alphaproteobacteria	RF32	CAG-239	NA	NA
ASV3985	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	Hominicoprocola	Hominicoprocola_fusiformis(GB_GCA_020687125_1
ASV3986	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes_putredinis(RS_GCF_000154465_1
ASV3987	Bacteria	Bacillota_A	Clostridia	Christensenellales	Aristaeellaceae	Aristaeella	NA
ASV3988	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	CAG-115	CAG-115_sp934466475(GB_GCA_934466475_1
ASV3989	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Akkermansia	NA
ASV3990	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	CAG-103	CAG-103_sp000432375(GB_GCA_025757645_1
ASV3991	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	Gemmiger	Gemmiger_sp900539695(GB_GCA_025758045_1
ASV3992	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	NA	NA	NA
ASV3993	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Anaerostipes	NA
ASV3994	Bacteria	Pseudomonadota	Alphaproteobacteria	RF32	CAG-239	NA	NA
ASV3995	Bacteria	Bacillota_A	Clostridia	TANB77	CAG-508	CAG-269	CAG-269_sp928721565(GB_GCA_928721565_1
ASV3996	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	Gemmiger	NA
ASV3997	Bacteria	NA	NA	NA	NA	NA	NA
ASV3998	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes_putredinis(RS_GCF_000154465_1
ASV3999	Bacteria	Bacillota_C	Negativicutes	Veillonellales	Dialisteraceae	Dialister	Dialister_invisus(RS_GCF_000160055_1
ASV4000	Bacteria	Bacillota_A	Clostridia	TANB77	CAG-508	CAG-273	NA
ASV4001	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Bifidobacteriaceae	Bifidobacterium	NA
ASV4002	Bacteria	Bacillota_A	Clostridia	TANB77	CAG-508	CAG-269	NA
ASV4003	Bacteria	Pseudomonadota	Alphaproteobacteria	RF32	CAG-239	CAZU01	CAZU01_sp944392185(GB_GCA_944392185_1
ASV4004	Bacteria	Bacillota_C	Negativicutes	Veillonellales	Dialisteraceae	Dialister	Dialister_invisus(RS_GCF_000160055_1
ASV4005	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	NA
ASV4006	Bacteria	Bacillota_C	Negativicutes	Acidaminococcales	Acidaminococcaceae	Acidaminococcus	NA
ASV4007	Bacteria	Bacillota_C	Negativicutes	Veillonellales	Megasphaeraceae	Megasphaera	NA
ASV4008	Bacteria	Bacillota_C	Negativicutes	Acidaminococcales	Acidaminococcaceae	Phascolarctobacterium	Phascolarctobacterium_faecium(RS_GCF_003269275_1
ASV4009	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Enterocloster	NA
ASV4010	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Hungatella	Hungatella_effluvii(RS_GCF_003201875_1
ASV4011	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Ligilactobacillus	NA
ASV4012	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	Hominicoprocola	Hominicoprocola_sp900317525(RS_GCF_018918025_1
ASV4013	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides_ovatus(RS_GCF_001314995_1
ASV4014	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospira	Lachnospira_sp003451515(GB_GCA_003464165_1
ASV4015	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides_luhongzhouii(RS_GCF_009193295_2
ASV4016	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Roseburia_C	Roseburia_C_amylophila(RS_GCF_025567465_1
ASV4017	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Ligilactobacillus	NA
ASV4018	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA
ASV4019	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides_luhongzhouii(RS_GCF_009193295_2
ASV4020	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	Vescimonas	Vescimonas_cirricatena(RS_GCF_020687045_1
ASV4021	Bacteria	Bacillota_A	Clostridia	Christensenellales	Aristaeellaceae	NA	NA
ASV4022	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Ligilactobacillus	Ligilactobacillus_ruminis(RS_GCF_900113455_1
ASV4023	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola_massiliensis(RS_GCF_000382445_1
ASV4024	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Ligilactobacillus	NA
ASV4025	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides_clarus(RS_GCF_900129655_1
ASV4026	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	NA
ASV4027	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola_massiliensis(RS_GCF_000382445_1
ASV4028	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola_massiliensis(RS_GCF_000382445_1
ASV4029	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacterium	Faecalibacterium_longum(RS_GCF_020687245_1
ASV4030	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola_vulgatus(RS_GCF_000012825_1
ASV4031	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	Dysosmobacter	Dysosmobacter_welbionis(RS_GCF_005121165_3
ASV4032	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola_coprocola(RS_GCF_000154845_1
ASV4033	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	Lawsonibacter_A	Lawsonibacter_A_hominis(RS_GCF_014287895_1
ASV4034	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Alitiscatomonas	Alitiscatomonas_sp900066785(RS_GCF_003478035_1
ASV4035	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides_uniformis(RS_GCF_025147485_1
ASV4036	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA
ASV4037	Bacteria	Bacillota_C	Negativicutes	Veillonellales	Dialisteraceae	Dialister	Dialister_succinatiphilus(RS_GCF_000242435_1
ASV4038	Bacteria	Bacillota_C	Negativicutes	Veillonellales	Dialisteraceae	Dialister	Dialister_succinatiphilus(RS_GCF_000242435_1
ASV4039	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospira	Lachnospira_sp003451515(GB_GCA_003464165_1
