Species,coef,pval,qval
Lawsonibacter.asaccharolyticus,-2.106740901,4.56E-09,1.28E-05
Casimicrobium.huifangae,-2.106740901,4.56E-09,1.28E-05
Croceicoccus.sp..YJ47,-2.106740901,4.56E-09,1.28E-05
Anaerotignum.sp..MB30.C6,-2.106740901,4.56E-09,1.28E-05
Blautia.coccoides,-2.106740901,4.56E-09,1.28E-05
Aliarcobacter.cryaerophilus,-2.106740901,4.56E-09,1.28E-05
Paenibacillus.sp..N3.727,-2.106740901,4.56E-09,1.28E-05
Acidaminococcus.fermentans,-2.106740901,4.56E-09,1.28E-05
Tistrella.mobilis,-2.106740901,4.56E-09,1.28E-05
Fuscovulum.ytuae,-2.106740901,4.56E-09,1.28E-05
Treponema.bryantii,-2.106740901,4.56E-09,1.28E-05
Porphyromonas.gingivalis,-2.106740901,4.56E-09,1.28E-05
Lactobacillus.iners,-2.106740901,4.56E-09,1.28E-05
Pusillibacter.faecalis,-2.106740901,4.56E-09,1.28E-05
Microbacterium.sp..BH.3.3.3,-2.106740901,4.56E-09,1.28E-05
Rufibacter.sp..DG15C,-2.106740901,4.56E-09,1.28E-05
Blautia.hydrogenotrophica,-2.106740901,4.56E-09,1.28E-05
Desulfomonile.tiedjei,-2.106740901,4.56E-09,1.28E-05
Rubrobacter.marinus,-2.106740901,4.56E-09,1.28E-05
Devosia.rhizoryzae,-2.106740901,4.56E-09,1.28E-05
Collimonas.fungivorans,-2.106740901,4.56E-09,1.28E-05
Methylomonas.sp..DH.1,-2.106740901,4.56E-09,1.28E-05
Chlorobaculum.tepidum,-2.106740901,4.56E-09,1.28E-05
Alkalicella.caledoniensis,-2.106740901,4.56E-09,1.28E-05
Sphingomonas.paeninsulae,-2.106740901,4.56E-09,1.28E-05
Lactobacillus.gasseri,-2.106740901,4.56E-09,1.28E-05
Stenotrophomonas.rhizophila,-2.106740901,4.56E-09,1.28E-05
Leptotrichia.sp..oral.taxon.498,-2.106740901,4.56E-09,1.28E-05
Simiaoa.sunii,-2.106740901,4.56E-09,1.28E-05
Antarcticibacterium.arcticum,-2.106740901,4.56E-09,1.28E-05
Candidatus.Kaistella.beijingensis,-2.106740901,4.56E-09,1.28E-05
Lacrimispora.saccharolytica,-2.106740901,4.56E-09,1.28E-05
Syntrophobotulus.glycolicus,-2.106740901,4.56E-09,1.28E-05
Aminipila.butyrica,-2.106740901,4.56E-09,1.28E-05
Caldanaerobacter.subterraneus,-2.106740901,4.56E-09,1.28E-05
Sulfuricella.denitrificans,-2.106740901,4.56E-09,1.28E-05
Serratia.ficaria,-2.106740901,4.56E-09,1.28E-05
Neobacillus.sp..PS3.12,-2.106740901,4.56E-09,1.28E-05
Vibrio.aquimaris,-2.106740901,4.56E-09,1.28E-05
Pararhodospirillum.photometricum,-2.106740901,4.56E-09,1.28E-05
Lawsonella.clevelandensis,-2.106740901,4.56E-09,1.28E-05
Oceanotoga.sp..DSM.15011,-2.106740901,4.56E-09,1.28E-05
Pontibacter.sp..G13,-2.106740901,4.56E-09,1.28E-05
Treponema.pedis,-2.106740901,4.56E-09,1.28E-05
Gluconacetobacter.diazotrophicus,-2.106740901,4.56E-09,1.28E-05
Sphingobacterium.sp..WM,-2.106740901,4.56E-09,1.28E-05
Eubacterium.limosum,-2.106740901,4.56E-09,1.28E-05
Streptomyces.sp..NBC_00285,-2.106740901,4.56E-09,1.28E-05
Nodosilinea.sp..E11,-2.106740901,4.56E-09,1.28E-05
Salicibibacter.kimchii,-2.106740901,4.56E-09,1.28E-05
Breznakiella.homolactica,-2.106740901,4.56E-09,1.28E-05
Clostridium.saccharobutylicum,-2.106740901,4.56E-09,1.28E-05
Solibaculum.mannosilyticum,-2.106740901,4.56E-09,1.28E-05
